AgeGroup,Attrition,Attrition_Reason,BusinessTravel,Department,EducationField,EmpID,EmployeeExperence,EnvironmentSatisfactionStatus,Gender,JobRole,MaritalStatus,Month,New_hire vs old,Over18,OverTime,PerformanceRating - Copy,Salary_Hike,SalarySlab,TotalWorkingStatus,Year
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM356,0-5,Fair,Male,Sales Executive,Married,Apr,NEW_Hire,Y,No,Below Expectations,8.00%,5k-10k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM356,0-5,Fair,Male,Sales Executive,Married,Jul,NEW_Hire,Y,No,Below Expectations,8.00%,5k-10k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM457,0-5,Fair,Male,Manager,Divorced,Jun,NEW_Hire,Y,No,Meet Expectations,5.00%,10k-15k,Above 25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM457,0-5,Fair,Male,Manager,Divorced,Mar,NEW_Hire,Y,No,Meet Expectations,5.00%,10k-15k,Above 25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM463,5-15,Poor,Male,Sales Executive,Single,Mar,NEW_Hire,Y,No,Below Expectations,10.00%,5k-10k,Above 25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM463,5-15,Poor,Male,Sales Executive,Single,Nov,NEW_Hire,Y,No,Below Expectations,10.00%,5k-10k,Above 25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM623,0-5,Excellent,Male,Sales Executive,Divorced,Jan,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM623,0-5,Excellent,Male,Sales Executive,Divorced,Oct,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM835,0-5,Excellent,Female,Sales Executive,Married,Aug,NEW_Hire,Y,No,Meet Expectations,6.00%,5k-10k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM835,0-5,Excellent,Female,Sales Executive,Married,Jun,NEW_Hire,Y,No,Meet Expectations,6.00%,5k-10k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM866,0-5,Fair,Male,Sales Executive,Divorced,Aug,NEW_Hire,Y,No,Below Expectations,4.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Life Sciences,RM866,0-5,Fair,Male,Sales Executive,Divorced,Jul,NEW_Hire,Y,No,Below Expectations,4.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM038,0-5,Poor,Female,Sales Representative,Married,Mar,NEW_Hire,Y,No,Below Expectations,2.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM038,0-5,Poor,Female,Sales Representative,Married,Oct,NEW_Hire,Y,No,Below Expectations,2.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1014,0-5,Poor,Female,Sales Executive,Divorced,May,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1014,0-5,Poor,Female,Sales Executive,Divorced,Nov,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1025,0-5,Fair,Female,Sales Executive,Married,Mar,NEW_Hire,Y,No,Below Expectations,5.00%,5k-10k,Above 25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1027,0-5,Poor,Male,Sales Executive,Married,Jul,NEW_Hire,Y,No,Below Expectations,4.00%,5k-10k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1038,0-5,Excellent,Male,Sales Executive,Married,Nov,NEW_Hire,Y,No,Meet Expectations,9.00%,5k-10k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1059,0-5,Good,Male,Research Director,Single,Jun,old,Y,No,Below Expectations,5.00%,10k-15k,11-25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1275,5-15,Good,Female,Sales Executive,Married,Nov,old,Y,No,Below Expectations,12.00%,5k-10k,11-25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1385,5-15,Good,Male,Sales Executive,Single,Jan,old,Y,No,Meet Expectations,14.00%,5k-10k,11-25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1385,5-15,Good,Male,Sales Executive,Single,Mar,old,Y,No,Meet Expectations,14.00%,5k-10k,11-25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1432,5-15,Fair,Female,Sales Executive,Married,Nov,old,Y,No,Below Expectations,14.00%,10k-15k,11-25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM1432,5-15,Fair,Female,Sales Executive,Married,Sep,old,Y,No,Below Expectations,14.00%,10k-15k,11-25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM152,5-15,Fair,Male,Sales Executive,Married,Apr,NEW_Hire,Y,No,Below Expectations,10.00%,5k-10k,Above 25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM152,5-15,Fair,Male,Sales Executive,Married,Mar,NEW_Hire,Y,No,Below Expectations,10.00%,5k-10k,Above 25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM298,5-15,Fair,Male,Sales Executive,Married,Feb,old,Y,No,Below Expectations,11.00%,5k-10k,11-25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM298,5-15,Fair,Male,Sales Executive,Married,Jan,old,Y,No,Below Expectations,11.00%,5k-10k,11-25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM322,0-5,Poor,Male,Sales Executive,Divorced,Jun,old,Y,No,Below Expectations,7.00%,5k-10k,11-25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM322,0-5,Poor,Male,Sales Executive,Divorced,Sep,old,Y,No,Below Expectations,7.00%,5k-10k,11-25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM340,0-5,Excellent,Female,Sales Executive,Married,Aug,NEW_Hire,Y,No,Below Expectations,8.00%,5k-10k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM340,0-5,Excellent,Female,Sales Executive,Married,Aug,NEW_Hire,Y,No,Below Expectations,8.00%,5k-10k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM438,0-5,Poor,Male,Sales Representative,Single,May,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM438,0-5,Poor,Male,Sales Representative,Single,Nov,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM500,0-5,Fair,Male,Sales Executive,Divorced,Jan,NEW_Hire,Y,No,Below Expectations,5.00%,5k-10k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM500,0-5,Fair,Male,Sales Executive,Divorced,Nov,NEW_Hire,Y,No,Below Expectations,5.00%,5k-10k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM845,5-15,Fair,Male,Sales Executive,Married,Apr,NEW_Hire,Y,No,Below Expectations,10.00%,5k-10k,Above 25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM845,5-15,Fair,Male,Sales Executive,Married,Feb,NEW_Hire,Y,No,Below Expectations,10.00%,5k-10k,Above 25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM909,0-5,Poor,Male,Sales Executive,Divorced,Jul,NEW_Hire,Y,Yes,Below Expectations,9.00%,5k-10k,Above 25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM909,0-5,Poor,Male,Sales Executive,Divorced,Jun,NEW_Hire,Y,Yes,Below Expectations,9.00%,5k-10k,Above 25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM918,0-5,Fair,Female,Sales Executive,Single,Feb,NEW_Hire,Y,Yes,Below Expectations,3.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM918,0-5,Fair,Female,Sales Executive,Single,May,NEW_Hire,Y,Yes,Below Expectations,3.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM992,0-5,Fair,Male,Sales Executive,Married,Feb,NEW_Hire,Y,Yes,Below Expectations,3.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM992,0-5,Fair,Male,Sales Executive,Married,Feb,NEW_Hire,Y,Yes,Below Expectations,3.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM997,0-5,Poor,Female,Sales Executive,Married,Apr,NEW_Hire,Y,Yes,Below Expectations,6.00%,5k-10k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Marketing,RM997,0-5,Poor,Female,Sales Executive,Married,Nov,NEW_Hire,Y,Yes,Below Expectations,6.00%,5k-10k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM1189,5-15,Good,Male,Sales Executive,Divorced,Jan,NEW_Hire,Y,Yes,Below Expectations,10.00%,Upto 5k,Above 25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM1189,5-15,Good,Male,Sales Executive,Divorced,Jan,NEW_Hire,Y,Yes,Below Expectations,10.00%,Upto 5k,Above 25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM1338,0-5,Excellent,Female,Sales Representative,Married,Mar,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM1338,0-5,Excellent,Female,Sales Representative,Married,Oct,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM1360,0-5,Poor,Female,Sales Executive,Married,Apr,NEW_Hire,Y,Yes,Below Expectations,4.00%,5k-10k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM1360,0-5,Poor,Female,Sales Executive,Married,Aug,NEW_Hire,Y,Yes,Below Expectations,4.00%,5k-10k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM462,0-5,Good,Female,Sales Executive,Single,Aug,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM462,0-5,Good,Female,Sales Executive,Single,Nov,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM660,0-5,Good,Male,Sales Executive,Single,Jun,NEW_Hire,Y,No,Below Expectations,4.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM660,0-5,Good,Male,Sales Executive,Single,Mar,NEW_Hire,Y,No,Below Expectations,4.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM699,0-5,Fair,Female,Sales Executive,Married,Feb,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Medical,RM699,0-5,Fair,Female,Sales Executive,Married,Jan,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM1085,5-15,Poor,Male,Sales Executive,Married,Jul,NEW_Hire,Y,Yes,Below Expectations,10.00%,5k-10k,Above 25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM1085,5-15,Poor,Male,Sales Executive,Married,Mar,NEW_Hire,Y,Yes,Below Expectations,10.00%,5k-10k,Above 25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM1110,0-5,Fair,Male,Sales Executive,Married,Apr,NEW_Hire,Y,No,Below Expectations,4.00%,5k-10k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM1110,0-5,Fair,Male,Sales Executive,Married,Mar,NEW_Hire,Y,No,Below Expectations,4.00%,5k-10k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM1248,0-5,Good,Male,Sales Executive,Married,Mar,NEW_Hire,Y,No,Below Expectations,5.00%,5k-10k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM1248,0-5,Good,Male,Sales Executive,Married,May,NEW_Hire,Y,No,Below Expectations,5.00%,5k-10k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM304,0-5,Excellent,Male,Sales Executive,Married,May,NEW_Hire,Y,No,Below Expectations,8.00%,5k-10k,Above 25,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM304,0-5,Excellent,Male,Sales Executive,Married,May,NEW_Hire,Y,No,Below Expectations,8.00%,5k-10k,Above 25,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM382,0-5,Fair,Male,Sales Representative,Married,May,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM382,0-5,Fair,Male,Sales Representative,Married,Nov,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM495,0-5,Fair,Female,Sales Representative,Divorced,Apr,NEW_Hire,Y,Yes,Below Expectations,8.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,Travel_Rarely,Sales,Technical Degree,RM495,0-5,Fair,Female,Sales Representative,Divorced,Aug,NEW_Hire,Y,Yes,Below Expectations,8.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,TravelRarely,Human Resources,Medical,RM1330,0-5,Poor,Male,Human Resources,Married,Apr,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,TravelRarely,Human Resources,Medical,RM1330,0-5,Poor,Male,Human Resources,Married,Oct,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,TravelRarely,Research & Development,Medical,RM1055,0-5,Excellent,Female,Laboratory Technician,Married,Aug,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,TravelRarely,Research & Development,Medical,RM1423,0-5,Poor,Male,Laboratory Technician,Married,Feb,NEW_Hire,Y,Yes,Below Expectations,2.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,TravelRarely,Research & Development,Medical,RM1423,0-5,Poor,Male,Laboratory Technician,Married,Oct,NEW_Hire,Y,Yes,Below Expectations,2.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,TravelRarely,Research & Development,Medical,RM1470,0-5,Excellent,Male,Laboratory Technician,Married,Apr,NEW_Hire,Y,No,Below Expectations,4.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,TravelRarely,Research & Development,Medical,RM1470,0-5,Excellent,Male,Laboratory Technician,Married,Jun,NEW_Hire,Y,No,Below Expectations,4.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,TravelRarely,Research & Development,Medical,RM1470,0-5,Excellent,Male,Laboratory Technician,Married,Nov,NEW_Hire,Y,No,Below Expectations,4.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,TravelRarely,Research & Development,Medical,RM1470,0-5,Excellent,Male,Laboratory Technician,Married,Sep,NEW_Hire,Y,No,Below Expectations,4.00%,Upto 5k,0-10,2023
26-35,No,Not metting Probation Stand,TravelRarely,Research & Development,Technical Degree,RM1368,0-5,Excellent,Male,Research Scientist,Married,Jan,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Not metting Probation Stand,TravelRarely,Research & Development,Technical Degree,RM1368,0-5,Excellent,Male,Research Scientist,Married,Mar,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Poor Performance,Non-Travel,Research & Development,Life Sciences,RM787,0-5,Good,Male,Laboratory Technician,Married,Apr,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2023
26-35,No,Poor Performance,Non-Travel,Research & Development,Life Sciences,RM787,0-5,Good,Male,Laboratory Technician,Married,Jul,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2022
26-35,No,Poor Performance,Non-Travel,Research & Development,Medical,RM174,5-15,Fair,Male,Laboratory Technician,Divorced,Jun,old,Y,No,Below Expectations,12.00%,Upto 5k,11-25,2023
26-35,No,Poor Performance,Non-Travel,Research & Development,Medical,RM174,5-15,Fair,Male,Laboratory Technician,Divorced,May,old,Y,No,Below Expectations,12.00%,Upto 5k,11-25,2022
26-35,No,Poor Performance,Non-Travel,Sales,Marketing,RM1032,0-5,Good,Male,Sales Executive,Single,Jun,old,Y,Yes,Meet Expectations,9.00%,5k-10k,11-25,2023
26-35,No,Poor Performance,Travel_Frequently,Research & Development,Life Sciences,RM538,0-5,Poor,Male,Manufacturing Director,Divorced,Apr,NEW_Hire,Y,No,Meet Expectations,9.00%,5k-10k,0-10,2022
26-35,No,Poor Performance,Travel_Frequently,Research & Development,Life Sciences,RM538,0-5,Poor,Male,Manufacturing Director,Divorced,Sep,NEW_Hire,Y,No,Meet Expectations,9.00%,5k-10k,0-10,2023
26-35,No,Poor Performance,Travel_Frequently,Research & Development,Medical,RM203,0-5,Poor,Male,Research Scientist,Divorced,Aug,NEW_Hire,Y,Yes,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Poor Performance,Travel_Frequently,Research & Development,Medical,RM203,0-5,Poor,Male,Research Scientist,Divorced,Jan,NEW_Hire,Y,Yes,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Poor Performance,Travel_Frequently,Sales,Life Sciences,RM819,0-5,Fair,Male,Sales Representative,Married,Jun,NEW_Hire,Y,No,Below Expectations,2.00%,Upto 5k,0-10,2022
26-35,No,Poor Performance,Travel_Frequently,Sales,Life Sciences,RM819,0-5,Fair,Male,Sales Representative,Married,Nov,NEW_Hire,Y,No,Below Expectations,2.00%,Upto 5k,0-10,2023
26-35,No,Poor Performance,Travel_Rarely,Human Resources,Human Resources,RM656,0-5,Poor,Male,Human Resources,Divorced,Feb,NEW_Hire,Y,Yes,Below Expectations,4.00%,Upto 5k,0-10,2023
26-35,No,Poor Performance,Travel_Rarely,Human Resources,Human Resources,RM656,0-5,Poor,Male,Human Resources,Divorced,Jun,NEW_Hire,Y,Yes,Below Expectations,4.00%,Upto 5k,0-10,2022
26-35,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM1063,0-5,Good,Male,Sales Executive,Married,Nov,old,Y,No,Below Expectations,1.00%,10k-15k,11-25,2023
26-35,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM144,0-5,Good,Female,Research Scientist,Single,Jan,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM372,0-5,Poor,Male,Research Scientist,Single,Nov,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2022
26-35,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM372,0-5,Poor,Male,Research Scientist,Single,Sep,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2023
26-35,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM504,5-15,Excellent,Male,Research Scientist,Married,Apr,NEW_Hire,Y,No,Below Expectations,10.00%,Upto 5k,Above 25,2022
26-35,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM504,5-15,Excellent,Male,Research Scientist,Married,Aug,NEW_Hire,Y,No,Below Expectations,10.00%,Upto 5k,Above 25,2023
26-35,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM713,0-5,Excellent,Female,Research Scientist,Single,Aug,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2023
26-35,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM713,0-5,Excellent,Female,Research Scientist,Single,Feb,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2022
26-35,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM731,0-5,Excellent,Female,Research Director,Married,Oct,NEW_Hire,Y,Yes,Below Expectations,8.00%,10k-15k,0-10,2023
26-35,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM731,0-5,Excellent,Female,Research Director,Married,Sep,NEW_Hire,Y,Yes,Below Expectations,8.00%,10k-15k,0-10,2022
26-35,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM875,5-15,Fair,Male,Laboratory Technician,Divorced,Feb,NEW_Hire,Y,No,Below Expectations,10.00%,Upto 5k,Above 25,2022
26-35,No,Poor Performance,Travel_Rarely,Research & Development,Life Sciences,RM875,5-15,Fair,Male,Laboratory Technician,Divorced,Jan,NEW_Hire,Y,No,Below Expectations,10.00%,Upto 5k,Above 25,2023
